	Microbial Species	Microbial TaxID	Clade_name	Kingdom	Phylum	Class	Order	Family	Genus	Species	#MultAlgSp	#UniAlgSp	#AlgSpTot	Chlamydomonas_asymmetrica	Chlamydomonas_callosa	Chlamydomonas_cribrum	Chlamydomonas_fottii	Chlamydomonas_globosa	Chlamydomonas_isabeliensis	Chlamydomonas_latifons	Chlamydomonas_parallestriata	Chlamydomonas_parallestriata_s2	Chlamydomonas_parallestriata_s3	Chlamydomonas_parallestriata_s4	Chlamydomonas_parallestriata_s5	Chlamydomonas_parallestriata_s6	Chlamydomonas_petasus	Chlamydomonas_pila	Chlamydomonas_schloesseri	Chlamydomonas_sp.	Chlamydomonas_typica	Chlamydomonas_typica_s2	Chlamydomonas_zebra	Eudorina_elegans	Eudorina_unicocca	Haematococcus_lacustris	Lobomonas_rostrata	Microglena_globulifera	Pandorina_morum	Pandorina_sp.	Paulschulzia_pseudovolvox	Tetrabaena_socialis	Tetraspora_cylindrica	Vitreochlamys_aulata	Vitreochlamys_fluviatilis	Vitreochlamys_ordinata	Vitreochlamys_ordinata_s2	Vitreochlamys_spec.	Volvox_aureus	Volvox_barberi	Volvox_giga	Volvox_globator	Volvox_sp.	Volvox_tertius
301	Undibacterium sp. KW1	2058624	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Undibacterium|s__Undibacterium_sp_KW1	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Undibacterium	s__Undibacterium_sp_KW1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47843.0	0	0	0	0	0
310	Caulobacter henricii	69395	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Caulobacter|s__Caulobacter_henricii	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter_henricii	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3277.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	Phenylobacterium sp. LH3H17	2903901	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_sp_LH3H17	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	s__Phenylobacterium_sp_LH3H17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4658.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
313	Agrobacterium tumefaciens	358	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium_tumefaciens	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1961.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	Peteryoungia desertarenae	1813451	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Peteryoungia|s__Peteryoungia_desertarenae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Peteryoungia	s__Peteryoungia_desertarenae	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	921.5	0	0	0	0	2277.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	Pseudosulfitobacter sp. DSM 107133	2883100	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae|g__Pseudosulfitobacter|s__Pseudosulfitobacter_sp_DSM_107133	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Pseudosulfitobacter	s__Pseudosulfitobacter_sp_DSM_107133	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Sediminicoccus rosea	1225128	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Sediminicoccus|s__Sediminicoccus_rosea	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Sediminicoccus	s__Sediminicoccus_rosea	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82620.5	0	386991.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	Variovorax sp. PAMC28562	2762323	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_PAMC28562	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp_PAMC28562	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12282.5	5759.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5008.5	0	0	0	0	0	0	0	0
342	Ramlibacter tataouinensis	94132	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ramlibacter|s__Ramlibacter_tataouinensis	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Ramlibacter	s__Ramlibacter_tataouinensis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2401.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	Polynucleobacter tropicus	1743174	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Polynucleobacter|s__Polynucleobacter_tropicus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	s__Polynucleobacter_tropicus	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207.0	217.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	Erythrobacter sp. JK5	2829500	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Erythrobacter|s__Erythrobacter_sp_JK5	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp_JK5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15852.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
363	Sphingomonas bisphenolicum	296544	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_bisphenolicum	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_bisphenolicum	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2752.0	0	0	0	0	0	0	7627.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
375	Bosea sp. ANAM02	2020412	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_ANAM02	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Boseaceae	g__Bosea	s__Bosea_sp_ANAM02	4	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3378.0	4081.5	0	1064.0	4525.0	14329.5	0	1005.5	0	0	3600.5	0	742.5	1459.0	0	0	0	0	0	0	0	0	0	0
380	Afipia carboxidovorans	40137	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Afipia|s__Afipia_carboxidovorans	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Afipia	s__Afipia_carboxidovorans	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
382	Methylocystis bryophila	655015	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae|g__Methylocystis|s__Methylocystis_bryophila	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylocystaceae	g__Methylocystis	s__Methylocystis_bryophila	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
384	Pyruvatibacter mobilis	1712261	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae|g__Pyruvatibacter|s__Pyruvatibacter_mobilis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Parvibaculaceae	g__Pyruvatibacter	s__Pyruvatibacter_mobilis	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009.5	0	0	0	0	0	0	0	0	0	984.5	0	0	0	0	0	0	0	0	0	0	0	0	0
386	Indioceanicola profundi	2220096	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae|g__Indioceanicola|s__Indioceanicola_profundi	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Azospirillaceae	g__Indioceanicola	s__Indioceanicola_profundi	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1395.5	0	0	243.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388	Marinicauda algicola	2029849	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Maricaulales|f__Maricaulaceae|g__Marinicauda|s__Marinicauda_algicola	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Maricaulales	f__Maricaulaceae	g__Marinicauda	s__Marinicauda_algicola	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1186.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
395	Bradyrhizobium elkanii	29448	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_elkanii	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_elkanii	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740.5	0	476.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
396	Defluviicoccus vanus	111831	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Defluviicoccus|s__Defluviicoccus_vanus	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Defluviicoccus	s__Defluviicoccus_vanus	3	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.5	0	0	255.5	0	0	0	0	0	394.5	0	205.5	97.5	0	0	0	0	0	0	0	0	0	0
398	Pseudomonas brenneri	129817	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_brenneri	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_brenneri	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193.5	0	0	0	0	0	0	0	0	3840.5	0	0	0	0	0	0	0	0	0	0	297.5	0	0
399	Pseudomonas chlororaphis	587753	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_chlororaphis	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_chlororaphis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	Marinobacter salarius	1420917	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter|s__Marinobacter_salarius	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Marinobacteraceae	g__Marinobacter	s__Marinobacter_salarius	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	Hydrogenophaga crocea	2716225	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_crocea	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_crocea	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.5	0	0	0	0	0	135905.0	0	0	0	0	0	2700.5	0	0	0	0	0	0	0	0	0
412	Alistipes communis	2585118	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_communis	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__Alistipes_communis	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	Hydrogenophaga sp. BPS33	2651974	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hydrogenophaga|s__Hydrogenophaga_sp_BPS33	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__Hydrogenophaga_sp_BPS33	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43029.5	0	15825.0	0	0	0	0	0	0	0	0	7694.0	0	0	0	0	0	0	0	0	0
420	Variovorax paradoxus	34073	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_paradoxus	5	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13748.5	0	0	0	7212.5	0	54884.5	0	91599.0	0	0	0	0	0	0	2365.0	0	0	0	132328.0	0
421	Serpentinimonas raichei	1458425	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Serpentinimonas|s__Serpentinimonas_raichei	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Serpentinimonas	s__Serpentinimonas_raichei	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	Kinneretia sp. XES5	2877940	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Kinneretia|s__Kinneretia_sp_XES5	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Kinneretia	s__Kinneretia_sp_XES5	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.5	0	4774.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
432	Sphingomonas sp. SUN039	2937787	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_SUN039	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_sp_SUN039	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	Rhizobium sp. SL42	2806346	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_SL42	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_sp_SL42	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3311.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	Rhizobium rhizogenes	359	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_rhizogenes	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium_rhizogenes	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35827.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
451	Rhizobium tropici	398	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_tropici	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_tropici	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
452	Rhizobium lusitanum	293958	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_lusitanum	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_lusitanum	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1296.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	Agrobacterium vitis	373	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_vitis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium_vitis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
456	Ciceribacter selenitireducens	448181	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Ciceribacter|s__Ciceribacter_selenitireducens	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Ciceribacter	s__Ciceribacter_selenitireducens	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
458	Tardiphaga robiniae	943830	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Tardiphaga|s__Tardiphaga_robiniae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Tardiphaga	s__Tardiphaga_robiniae	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	421.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
459	Mesorhizobium loti	381	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_loti	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phyllobacteriaceae	g__Mesorhizobium	s__Mesorhizobium_loti	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462	Bosea sp. AS-1	2015316	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_AS_1	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Boseaceae	g__Bosea	s__Bosea_sp_AS_1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	742.5	0	15843.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
465	Phreatobacter aquaticus	2570229	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter_sp_NMCR1094	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phreatobacteraceae	g__Phreatobacter	s__Phreatobacter_sp_NMCR1094	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144.0	0	72660.0	0	0	0	0	2026.5	0	0	0	0	0	0	0	0	0	0	0	0	0
466	Methylocella tundrae	227605	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Methylocella|s__Methylocella_tundrae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Beijerinckiaceae	g__Methylocella	s__Methylocella_tundrae	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	Variibacter gotjawalensis	1333996	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Variibacter|s__Variibacter_gotjawalensis	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Variibacter	s__Variibacter_gotjawalensis	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
475	Brevundimonas sp. LM2	1938605	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_sp_LM2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_sp_LM2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1085.5	0	0	0	0	0	45123.0	0	1346.5	0	0	0	0	0	0	0	0	0	0	0
497	Sphingobium sp. EP60837	1855519	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp_EP60837	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium_sp_EP60837	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1539.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	Rhizobium sp. TH2	2775403	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium_sp_TH2	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_sp_TH2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3457.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
504	Pseudorhizobium banfieldiae	1125847	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Pseudorhizobium|s__Pseudorhizobium_banfieldiae	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Pseudorhizobium	s__Pseudorhizobium_banfieldiae	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1387.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
505	Shinella zoogloeoides	352475	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_zoogloeoides	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Shinella	s__Shinella_zoogloeoides	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20907.0	0	0	0	0	0	0	0	0	1119.0	0	0	0	0	0	0	0	0	0
510	Xanthobacter autotrophicus	280	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae|g__Xanthobacter|s__Xanthobacter_autotrophicus	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Xanthobacteraceae	g__Xanthobacter	s__Xanthobacter_autotrophicus	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1570.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
511	Devosia sp. A16	1736675	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Devosia|s__Devosia_sp_A16	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Devosiaceae	g__Devosia	s__Devosia_sp_A16	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3195.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
